Token,Cantidad de documentos que lo contienen,Posicion del primer registro en posting
torveny-modositas,1,400012
torveny.,1,400013
torveny.az,1,400014
torvenybe,3,400015
torvenybeiktatasat]az,1,400018
torvenyben,7,400019
"torvenycsomagot,",1,400026
"torvenyei""].[pufajkas",1,400027
torvenyeit,1,400028
torvenyeivel.,1,400029
torvenyek,6,400030
torvenyeka,1,400036
torvenyeket,2,400037
"torvenyeket,",1,400039
torvenyekkel,2,400040
torvenyeknek,1,400042
torvenyekre,1,400043
torvenyelfogadasaval,1,400044
"torvenyellenesen,",1,400045
torvenyellenesnek,2,400046
torvenyellenessege!],1,400048
torvenyeloirasainak.,1,400049
torvenyen,1,400050
torvenyerore,1,400051
torvenyes,6,400052
"torvenyesbol,",1,400058
torvenyesen,3,400059
torvenyesen.,1,400062
torvenyesenbiztositott,1,400063
torvenyesexport-import,1,400064
torvenyesitesere.,1,400065
torvenyesseg,3,400066
torvenyessegi,1,400069
torvenyesseglatszatat,1,400070
torvenyet,2,400071
torvenyevel,1,400073
torvenyhez,1,400074
torvenyhezragaszkodo,1,400075
torvenyhozas,7,400076
"torvenyhozas,alkotmanybiraskodas,",1,400083
torvenyhozasa,1,400084
torvenyhozasi,2,400085
torvenyhozo,3,400087
torvenyhozoinkat,1,400090
torvenyhozok,2,400091
torvenyhozokkal,1,400093
torvenyhozoknak.,1,400094
torvenyi,3,400095
torvenyiakadalyokrol,1,400098
torvenyieloiras,1,400099
torvenyileg,1,400100
torvenyjavaslat,3,400101
torvenyjavaslatanak,1,400104
torvenyjavaslatat,1,400105
torvenyjavaslathibaira.,1,400106
torvenyjavaslathozbenyujtott,1,400107
torvenyjavaslatnak,1,400108
torvenyjavaslatokkal,1,400109
"torvenyjavaslatokrol,",1,400110
torvenyjavaslatot,3,400111
"torvenyjavaslatot,",1,400114
torvenyjavaslatot.,1,400115
torvenyjavaslatota,1,400116
torvenyjavaslatottamogassak,1,400117
torvenyjavaslatrol,1,400118
torvenykerdeseben,1,400119
torvenykezdemenyezes,1,400120
torvenykezesi,1,400121
"torvenykezesre,",1,400122
torvenykonyv,1,400123
torvenymodositas,3,400124
torvenymodositasaban,1,400127
"torvenymodositasat,",1,400128
torvenymodositasra,1,400129
torvenymodositassal,1,400130
torvenymodositast,2,400131
torvenymodosito,1,400133
torvenysertes,2,400134
torvenysertesben,1,400136
torvenysertest,2,400137
torvenyserti,1,400139
torvenyserto,3,400140
"torvenyszeru,",1,400143
torvenyszeruen,2,400144
torvenyszerunek,1,400146
torvenyszerunekiteli,1,400147
torvenyt,8,400148
"torvenyt""",1,400156
"torvenyt"",",1,400157
"torvenyt,",5,400158
torvenyt.,3,400163
torvenytelen,3,400166
"torvenytelen,",1,400169
torvenytelen.,2,400170
torvenytelennek,1,400172
"torvenytelensegeket,",1,400173
torvenytelenul,1,400174
torvenytervezet,7,400175
"torvenytervezet,",1,400182
torvenytervezet.bodoky,1,400183
torvenytervezete,1,400184
torvenytervezetet,1,400185
torvenytervezetet.,3,400186
torvenytervezethez,1,400189
torvenytervezetrol,1,400190
torvenytis,1,400191
torvenyvegrehajtasa,1,400192
tory,1,400193
torzit,1,400194
torzsalkodasa,1,400195
torzsek,1,400196
torzsmag,1,400197
torzsorvosa,1,400198
"torzsorvosa,",1,400199
torzsszavazok,1,400200
torzstokeje,1,400201
torzstokevel,1,400202
torzsvendegei,1,400203
torzzal,1,400204
tosell,1,400205
tosettle,1,400206
tosuggest,1,400207
tot,1,400208
total,52,400209
"total""",1,400261
"total,",3,400262
total.,1,400265
total;,1,400266
totaled,2,400267
totalemp.,1,400269
totales,1,400270
"totales,",1,400271
totales.,1,400272
totalidad,2,400273
"totalidad,",1,400275
totaling,4,400276
totalis,8,400280
totalisan,1,400288
totalisgazdasagi,1,400289
"totalisszetrombolasa,",1,400290
totalitarian,4,400291
totalitarian.,1,400295
totalitarian;,1,400296
totalitarianism,2,400297
"totalitarianism,",2,400299
totalitarius,1,400301
totalitariuscsoportokkal,1,400302
totalitariusmozgalmak,1,400303
totalitarizmusnak.,1,400304
totality,1,400305
totalizaban,1,400306
totalizan,2,400307
totalling,1,400309
totally,11,400310
totalmente,4,400321
totals,6,400325
totals/averages,1,400331
totalsales,1,400332
tote,1,400333
totems,1,400334
toth,9,400335
tothe,2,400344
"totherow,",1,400346
totnak,1,400347
totok,2,400348
totomirov,1,400350
totroops,1,400351
totschweigen,1,400352
totware,1,400353
toucan,1,400354
touch,8,400355
touch).,1,400363
"touch,",1,400364
touch-stone,1,400365
touch-up',1,400366
touch-ups,1,400367
touch.,2,400368
touched,3,400370
touches,3,400373
touching,2,400376
"touching,",1,400378
touchpoint,2,400379
touchpoint's,1,400381
touchy,1,400382
tough,3,400383
toughen,1,400386
toughened,2,400387
tougher,3,400389
toughest,2,400392
toughness,1,400394
toulouse,1,400395
tour,12,400396
tour!,1,400408
"tour,",2,400409
tour.,4,400411
tour?,1,400415
toured,1,400416
touring,1,400417
tourism,4,400418
"tourism""",1,400422
tourism's,1,400423
tourism),1,400424
"tourism,",2,400425
tourism.,2,400427
tourist,6,400429
"tourist,",1,400435
tourists,3,400436
"tourists,",2,400439
tourlink,1,400441
tourq,1,400442
tours,4,400443
"tours,",1,400447
tours.,2,400448
"tours.""",1,400450
tovabb,21,400451
tovabb!,1,400472
tovabb![aki,1,400473
tovabb!befejezeskeppen,1,400474
"tovabb,",5,400475
tovabb.,2,400480
tovabb.=az,1,400482
tovabb.nagy,1,400483
tovabb:,1,400484
tovabb;,1,400485
tovabb?,1,400486
tovabba,10,400487
"tovabba,",3,400497
"tovabba,hogy",1,400500
tovabbepitesselnovelheto,1,400501
tovabbfejleszteseben.,1,400502
tovabbfejlesztesenek.,1,400503
tovabbfejleszteset,1,400504
tovabbfejlesztesevel,1,400505
tovabbfoglalkoztatasa,1,400506
tovabbfolytatja,1,400507
tovabbgorgeteset,1,400508
tovabbi,25,400509
"tovabbi,",3,400534
tovabbiakban,2,400537
tovabbiakban:,1,400539
tovabbiarvaltoztatasrol.,1,400540
tovabbifelemelesevel,1,400541
tovabbifolytatasatol.,1,400542
tovabbihitelkepesseg,1,400543
tovabbitasaban.,1,400544
tovabbitja,1,400545
tovabbitjak,1,400546
tovabbkepkzese,1,400547
tovabbkepzo,1,400548
tovabblepesselkapcsolatos,1,400549
tovabbmenni.,1,400550
tovabbra,25,400551
tovabbrasem,1,400576
tovabbszallitasra,1,400577
tovabbtanulasi,1,400578
tovabbtanulni,1,400579
tovabbvitelet,1,400580
tovább,2,400581
továbbfejlõdését,1,400583
további,1,400584
továbbiakban,1,400585
továbbra,1,400586
továbbá,1,400587
"továbbá,",1,400588
towa.,1,400589
towar.,1,400590
toward,57,400591
towards,46,400648
towardwestern,1,400694
towed,1,400695
towell,1,400696
towels,1,400697
tower,14,400698
"tower,",2,400712
towering,1,400714
towers.,1,400715
towhether,1,400716
town,22,400717
town's,2,400739
"town,",3,400741
townfell.,1,400744
townhouses,1,400745
towns,6,400746
"towns,",3,400752
towns.,1,400755
township,1,400756
toxemia,1,400757
toxemia's,1,400758
toxemia.,1,400759
toxic,10,400760
toxicity,1,400770
toy,2,400771
toyota,2,400773
toys,1,400775
"toys,",1,400776
tozsde,2,400777
tozsde.,1,400779
tozsdefonok,1,400780
tozsdeken,1,400781
tp,4,400782
tp.,1,400786
tps,1,400787
tps:,1,400788
tq,1,400789
tr,5,400790
tr.com.armada,1,400795
tr.edu.bilkent.bcc,2,400796
tr.edu.bilkent.bcc.ug,1,400798
tr.edu.bilkent.ee,1,400799
tr.edu.boun.cc,2,400800
tr.edu.boun.dorm,1,400802
tr.edu.ege,1,400803
tr.edu.metu.cc,2,400804
tr.gov.tekmer,1,400806
tr.net,1,400807
tr5002,1,400808
tr5003hw,1,400809
trabajado,1,400810
trabajadores,1,400811
trabajan,1,400812
trabaje,1,400813
trabajo,5,400814
"trabajo,",1,400819
trabajo.,1,400820
trabajos,1,400821
"trabantra,",1,400822
trabanttal.-feltunuen,1,400823
trace,2,400824
"trace,",5,400826
traceado,1,400831
traced,4,400832
tracer,1,400836
tracers,1,400837
traces,38,400838
"traces,",1,400876
trachtman's,1,400877
tracing,10,400878
track,12,400888
"track,",1,400900
track.,4,400901
tracked,1,400905
tracking,8,400906
"tracking,",1,400914
tracking.,1,400915
trackname,1,400916
tracks,4,400917
"tracks,",1,400921
tracks--exactly,1,400922
tracks--matched,1,400923
tract,5,400924
"tract,",1,400929
traction,1,400930
tractores,1,400931
tracts,1,400932
tracy,1,400933
trade,46,400934
"trade,",1,400980
trade-off,2,400981
trade.,6,400983
traded,2,400989
"traded,",1,400991
traded.,1,400992
trademark,2,400993
"trademark,",1,400995
trademarks,10,400996
"trademarks,",1,401006
trader,1,401007
"trader,",1,401008
traders,4,401009
traders=,1,401013
trades,1,401014
"trades,",1,401015
tradewind,1,401016
trade|contacts,2,401017
trade|promotion,2,401019
tradiciok,1,401021
tradicionalis,2,401022
trading,16,401024
"trading""",1,401040
trading.,1,401041
tradition,24,401042
"tradition,",6,401066
tradition.,4,401072
traditional,50,401076
"traditional,",1,401126
traditionalist,3,401127
traditionally,6,401130
"traditionally,",2,401136
traditions,6,401138
"traditions,",2,401144
traditions.,1,401146
traffic,10,401147
"traffic,",4,401157
"traffic,""",1,401161
traffic-,1,401162
trafficking,3,401163
"trafficking,",2,401166
trafficking;,1,401168
traficant,3,401169
tragedia,3,401172
"tragedia,",1,401175
tragediaja.,1,401176
tragediajaban.szerencsetlen,1,401177
tragediak,1,401178
tragediat,1,401179
tragediat!,1,401180
tragedies,2,401181
tragedy,13,401183
"tragedy,",1,401196
tragedy.,2,401197
tragedy?,1,401199
tragic,14,401200
tragicomedy,2,401214
tragikomikus,1,401216
tragikomikusan,1,401217
tragikus,9,401218
"tragikus,",1,401227
tragikusan,1,401228
tragikusnak,1,401229
tragya,1,401230
tragyalebol,1,401231
tragödie,1,401232
trail,4,401233
trail.),1,401237
"trailblazer,",1,401238
trailers,2,401239
trailers.,2,401241
trails,3,401243
"trails,",1,401246
trails.,1,401247
trailsinterpretive,1,401248
train,8,401249
train's,2,401257
trainable,1,401259
"trainable,",1,401260
trained,10,401261
trainees,1,401271
training,39,401272
"training),",1,401311
"training,",8,401312
training.,6,401320
training;,1,401326
trainings,1,401327
trait,3,401328
traitor,1,401331
traits,9,401332
traits.,2,401341
trajectories,3,401343
"trajectories,",1,401346
trajectory,4,401347
"trajectory,",1,401351
trajectory:,1,401352
trajedy,2,401353
"trakl,",1,401355
trallfa,1,401356
tramatic,1,401357
trampled,1,401358
tramps.,1,401359
tran,1,401360
trance,1,401361
tranche,2,401362
trancheof,1,401364
trang,1,401365
trang.,1,401366
tranquil,1,401367
"tranquil,",1,401368
tranquilidad,1,401369
trans-canada,1,401370
trans-mission,1,401371
trans-tasman,1,401372
transacciones,2,401373
transacción,1,401375
"transacción,",1,401376
transacted,1,401377
transaction,4,401378
"transaction,",1,401382
transaction--even,1,401383
transactional,1,401384
transactionif,1,401385
transactions,7,401386
"transactions,",2,401393
transactions.,3,401395
transandino,1,401398
transandinos,1,401399
"transcaucasia,",1,401400
transcendence,1,401401
"transcendence,",1,401402
transcendent,1,401403
transcendental,2,401404
"transcendental,",1,401406
"transcendentalism,",1,401407
transcends,1,401408
transcript,1,401409
transcripts,1,401410
transductive,1,401411
transfer,29,401412
"transfer,",3,401441
transfer.,3,401444
transferable,1,401447
"transferee),",1,401448
transference,1,401449
"transference,",1,401450
transferencia,3,401451
transferencias,2,401454
transferidos,1,401456
transferir,1,401457
transferred,11,401458
"transferred,",1,401469
transferring,5,401470
transfers,13,401475
"transfers,",1,401488
transfers.,1,401489
transferscontrol,1,401490
transfirió,1,401491
transform,8,401492
transformación,3,401500
transformadoras,1,401503
transformation,20,401504
"transformation,",1,401524
transformation.,4,401525
transformationfrom,2,401529
transformations,3,401531
transformations.,1,401534
transformed,5,401535
transformedinto,1,401540
transformer,1,401541
"transformers,",1,401542
transforming,1,401543
transformiong,2,401544
transforms,2,401546
"transforms,",1,401548
transfusion,1,401549
transfusions,1,401550
transgressions,1,401551
"transience,",1,401552
transient,2,401553
transit,3,401555
transition,18,401558
"transition,",1,401576
"transition,""",1,401577
transitional,4,401578
transitions,3,401582
transitoria,1,401585
transitorias,3,401586
transitory,2,401589
translate,2,401591
translated,4,401593
translating,2,401597
translation,6,401599
"translation,",1,401605
translational,1,401606
translations,5,401607
"translations,",1,401612
translator,2,401613
translocation,1,401615
transmision,1,401616
transmisiones,1,401617
transmisión,1,401618
transmission,15,401619
"transmission,",1,401634
transmission/distribution,1,401635
transmit,1,401636
transmition,1,401637
transmitir,1,401638
transmits,1,401639
transmittal,1,401640
transmitted,15,401641
"transmitted,",2,401656
transmitter,1,401658
"transmitter,",1,401659
transmitters,1,401660
"transmitters,",1,401661
transmitting,1,401662
transmogrified,1,401663
transmuted,1,401664
transnational,2,401665
transpiration,1,401667
transplant,2,401668
"transplant,",1,401670
transplant.,1,401671
transplantation,1,401672
transplanted,2,401673
transplants,1,401675
transport,10,401676
"transport,",3,401686
transport.,2,401689
transportable,1,401691
transportadoras,1,401692
transportados.,2,401693
transportando,1,401695
transportar,3,401696
transportation,26,401699
"transportation,",6,401725
transportation-related,3,401731
transportation.,2,401734
transporte,8,401736
"transporte,",2,401744
transported,3,401746
"transported,",1,401749
transportes,4,401750
"transportes,",1,401754
transporting,7,401755
transportó,1,401762
transsylvania,1,401763
transsylvania.erdely,1,401764
transuranic,1,401765
transversales.,1,401766
transzcendens,1,401767
"transzformalni"".",1,401768
transzparenseket,1,401769
transzparensre,1,401770
transzparensuk,1,401771
transzsziberiai,1,401772
tranzakcio,1,401773
"tranzakcio,",1,401774
tranzakcioinak,1,401775
tranzit,1,401776
tranzitja,1,401777
trap,6,401778
"trap,""",1,401784
trapped,4,401785
trasandino,3,401789
trascendidos,1,401792
trash,4,401793
trashing,1,401797
traspasado,1,401798
trata,1,401799
tratado,1,401800
tratamiento,1,401801
tratises,1,401802
trauer,1,401803
trauma,4,401804
"trauma,",2,401808
traumatic,2,401810
"traumatic,",1,401812
travel,17,401813
"travel,",2,401830
"travel,""",1,401832
travel.,3,401833
"travel.""",2,401836
traveled,5,401838
traveler,1,401843
travelers,3,401844
traveling,8,401847
travelled,3,401855
traveller,3,401858
"traveller.""",1,401861
travellers,1,401862
"travellers"".",1,401863
travellers.,1,401864
travelling,2,401865
travelling.,1,401867
travels,6,401868
travels.,3,401874
traverse,1,401877
traverses,1,401878
traves,1,401879
travesty?,1,401880
traviata,1,401881
"traviata,",2,401882
través,12,401884
traxler,12,401896
tray,1,401908
treading,1,401909
treason,1,401910
treasonous,1,401911
treasure,4,401912
treasurer,1,401916
treasurer.,1,401917
treasury,3,401918
"treasury,",2,401921
treasury.,1,401923
treat,8,401924
treat.,2,401932
treated,9,401934
"treated,",1,401943
treaties,4,401944
treaties.,2,401948
treating,9,401950
treatise,2,401959
treatment,73,401961
"treatment),",1,402034
"treatment,",13,402035
treatment.,13,402048
treatment.”,1,402061
treatments,8,402062
"treatments,",2,402070
treatments.,1,402072
treatments.why,1,402073
treats,2,402074
treaty,20,402076
treaty's,1,402096
treaty'sprovisions,1,402097
"treaty,",4,402098
"treaty,but",1,402102
"treaty,romanian",1,402103
treaty.,4,402104
"treaty.""he",1,402108
treaty.kovac,1,402109
treatysigned,1,402110
treble,1,402111
tree,9,402112
"tree""",1,402121
tree-lined,1,402122
tree;,1,402123
treen,5,402124
treeplant,1,402129
trees,9,402130
"trees,",6,402139
trees.,6,402145
"trefalt,",1,402151
trek,1,402152
"trek,",1,402153
trekkers,1,402154
trekking,1,402155
trekmate,1,402156
"trekmate,",1,402157
tremendous,10,402158
tremendously,2,402168
trench,1,402170
trenches.,1,402171
"trenching/piping,",1,402172
trencianske,1,402173
trend,18,402174
"trend""",1,402192
"trend,",1,402193
trend-prognozis,1,402194
trend.,1,402195
trendben,1,402196
trends,25,402197
"trends,",6,402222
trends.,11,402228
trends:,1,402239
trends;,1,402240
trendvonalat,1,402241
trent,1,402242
trenton,1,402243
tres,7,402244
trespass,1,402251
trespasser;,1,402252
trespassing,1,402253
trevelyan.,1,402254
"treves,",1,402255
trevrizent.,1,402256
tri-county,1,402257
tri-state,2,402258
triad,1,402260
"triad--japan,",1,402261
trial,23,402262
"trial,",11,402285
trial-level,1,402296
trial.,9,402297
trial:,1,402306
trial?,1,402307
trials,6,402308
"trials,",5,402314
trials.,2,402319
triangle,1,402321
"triangle""",1,402322
triangular,1,402323
triangulation.,1,402324
trianon,7,402325
trianon),1,402332
trianon-i,1,402333
trianonba?folvetheto-e,1,402334
trianonban,2,402335
"trianonban,",1,402337
trianonban.raffay,1,402338
trianoni,6,402339
"trianoni,",1,402345
trianonidején,1,402346
trianoniorszagban,1,402347
trianonjovatetele,1,402348
trianont,2,402349
trianont!,1,402351
trianonvolt.,1,402352
tribal,1,402353
tribe,3,402354
"tribe,",1,402357
tribe.,1,402358
tribes,3,402359
"tribes,",1,402362
trible,10,402363
tribun,1,402373
tribunal,5,402374
tribunalin,1,402379
tribunals,2,402380
tribunanak,1,402382
tribune,4,402383
"tribune,",3,402387
tribune-review,2,402390
tribune:,1,402392
tribune;,1,402393
tribunnel,1,402394
tributary,1,402395
tribute,1,402396
tributes,2,402397
trick,1,402399
trickery.,1,402400
trickle,1,402401
tricky,1,402402
"tricky,",1,402403
trident,2,402404
tried,18,402406
tried--often,1,402424
tried.,1,402425
tried:,1,402426
trigger,1,402427
trigger-happy,1,402428
triggered,8,402429
trikolor,1,402437
trikolor.,1,402438
trikolorkiado,1,402439
trilateral,3,402440
trillion,4,402443
trim,1,402447
trimble,1,402448
trimestrales,3,402449
trimestre,4,402452
"trimestre,",1,402456
trimestre.,3,402457
"trimigno,",1,402460
trimmed,1,402461
trinidad,5,402462
trinidad's,1,402467
trinity,1,402468
trinity.,1,402469
trinkets,1,402470
trio,1,402471
triolus,2,402472
trip,13,402474
"trip,",1,402487
trip.,2,402488
tripartite,2,402490
triple,3,402492
tripled,1,402495
triplicó,1,402496
trips,4,402497
"trips,",1,402501
"trips,""",1,402502
trips.,2,402503
tristan,2,402505
tristar,1,402507
triteness,1,402508
triumph,3,402509
trivia,2,402512
trnstn.htm,1,402514
trockij-berija,1,402515
"trockman,",1,402516
troilus,3,402517
troite,1,402520
troja,1,402521
trojan,3,402522
trojka,1,402525
trolley,1,402526
trombitas,2,402527
tronjan,1,402529
tronra,1,402530
troops,22,402531
"troops,",4,402553
troops.,2,402557
trophic,1,402559
tropic,1,402560
tropical,5,402561
tropics,2,402566
tropics.,1,402568
troposphere,2,402569
"troszt,",1,402571
trotenteket,1,402572
trotsky,1,402573
trotted,1,402574
trouble,8,402575
"trouble""",1,402583
"trouble,",1,402584
trouble.,2,402585
troubled,3,402587
troubling,2,402590
trough,1,402592
"trough,",1,402593
trough.,1,402594
troughing,1,402595
troughs,1,402596
trove,1,402597
trowbridge,1,402598
troy,1,402599
troy's,1,402600
troyes,2,402601
truancy,1,402603
trucked,1,402604
"trucks,",2,402605
trucuk,1,402607
trud,1,402608
true,26,402609
"true,",2,402635
true.,2,402637
trufts.,1,402639
trukk,1,402640
"trukk,",2,402641
trukkel,1,402643
trukkok,1,402644
"trukkokkel,",1,402645
trukkot,1,402646
truly,12,402647
truman,3,402659
truman's,1,402662
truman-macarthur,1,402663
truman-macarthur-controversy,1,402664
truman-mcarthur,1,402665
truman:,1,402666
trumpet,1,402667
trumpet:,1,402668
trumpeter,2,402669
truncation,1,402671
trundling,1,402672
"trung,",1,402673
trunk,1,402674
"trunk,",1,402675
trust,9,402676
"trust""",1,402685
trust),1,402686
"trust,",3,402687
trust.,3,402690
trusted,4,402693
trusted.,1,402697
trustee,3,402698
trustee.,1,402701
trustees,1,402702
"trustees""",1,402703
"trustees,",1,402704
trustees.,1,402705
trusts,4,402706
"trusts,",1,402710
trusts.,1,402711
truth,13,402712
"truth,",4,402725
"truth,""",1,402729
truth.,1,402730
truth.”,1,402731
truth?,1,402732
truthful,2,402733
"truthful.""",1,402735
truthfulness,2,402736
truthfulness.,1,402738
truths,2,402739
try,28,402741
trying,22,402769
"trámite,",1,402791
trójai,1,402792
ts,3,402793
ts5tveppse5tlkvevqaaaaadabumaqaaaama/g8gaaaahgabmaeaaabcaaaaj0nsb2frcy1hbmqt,1,402796
tsa.,1,402797
tsang,1,402798
"tsang,",1,402799
tsar's,1,402800
tsarism,1,402801
"tsarism,",1,402802
tsarist,1,402803
tse,2,402804
tse-hsu,1,402806
tse-tung,1,402807
"tse-tung,",2,402808
tsentoroi,1,402810
tsetung,1,402811
tsik,2,402812
tsik's,1,402814
"tsik,",1,402815
tsik.,2,402816
tsim,1,402818
tsing,1,402819
tsoar,1,402820
tsongas,9,402821
tsp,2,402830
tsui,1,402832
tsui.,1,402833
"tsukamoto,",1,402834
tsukuba,1,402835
"tsukuba,",1,402836
tsvetan,1,402837
tsz-,1,402838
tsz-mellekuzemag,1,402839
tsz-nek,1,402840
tsz-paraszti,1,402841
tt,4,402842
tt.net.tstt,4,402846
tt2000,1,402850
tt3000,1,402851
tt4000sc,1,402852
ttg,1,402853
tttttttnn,39,402854
tty),1,402893
tty:,2,402894
tube,4,402896
"tube""",1,402900
tuber,1,402901
tuberculosis,1,402902
tuberkulozis-vilagnap,1,402903
tuberkulozis.,1,402904
tubes.,1,402905
tubing,1,402906
tubman,2,402907
tubos,1,402909
tucat,2,402910
tucatkulfoldi,1,402912
tucatnyitevetarsasag,1,402913
"tucatot,",1,402914
tuchman,1,402915
tucker,3,402916
"tucson,",1,402919
tucumán,1,402920
tucumán.,1,402921
tud,26,402922
"tud,",2,402948
tud-e,2,402950
tud.,3,402952
tud:,1,402955
"tudarrol,",1,402956
tudas,2,402957
"tudas,",1,402959
"tudasat,szellemiseget",1,402960
tudat,1,402961
"tudat,",2,402962
tudat.,1,402964
"tudata,",3,402965
tudataban,3,402968
"tudataban,",1,402971
"tudataban,osszetartozaserzeteben",1,402972
tudatalatt,1,402973
"tudatan,",1,402974
tudatban,1,402975
"tudatban,hogy",1,402976
"tudathasadasos,kiszolgaltatott",1,402977
tudatilag.,1,402978
tudatlan,3,402979
tudatlanok,2,402982
tudatlansag,1,402984
tudatlansaga,1,402985
tudatlansaguk.,1,402986
tudatlansaguralmarol,1,402987
tudatlanul.[pufajkas,1,402988
tudatos,11,402989
tudatos.,1,403000
tudatosabb,1,403001
tudatosan,6,403002
tudatositani,2,403008
tudatossagnak,1,403010
tudatosság?lépéseim,1,403011
tudatoszullesztest.,1,403012
"tudatot,",1,403013
tudatot?-,1,403014
tudatta,2,403015
tudattak,1,403017
"tudatvan,",1,403018
tudatában,1,403019
tudatának,1,403020
tudejebol,1,403021
"tudhat,",1,403022
"tudhatja,",1,403023
"tudhatjak,",1,403024
tudhatjuk,1,403025
"tudhatjuk,hogy",1,403026
tudhatnak,2,403027
tudhato,1,403029
tudhattak.,1,403030
tudja,20,403031
"tudja,",19,403051
tudja.miniszterelnok,1,403070
tudja:,3,403071
tudja?,1,403074
tudjak,14,403075
"tudjak,",11,403089
"tudjak,hogy",1,403100
tudjak-e,2,403101
tudjak.,1,403103
tudjanak,5,403104
tudjatok,1,403109
tudjman,1,403110
tudjon,1,403111
tudjuk,8,403112
"tudjuk,",12,403120
tudjuk-e,1,403132
tudjuk.,3,403133
"tudjukmeg,",1,403136
tudjunk,1,403137
tudják,1,403138
"tudják,",2,403139
tudjákkifizetni;,1,403141
tudna,6,403142
"tudna,",2,403148
tudna.,1,403150
tudnak,18,403151
"tudnak,",3,403169
tudnak.,2,403172
tudnakmit,1,403174
tudnank,3,403175
tudnek,1,403178
tudni,8,403179
tudni!ki,1,403187
"tudni,",12,403188
tudni.,1,403200
tudni:,1,403201
tudnia,5,403202
tudnia.,1,403207
tudniillik,1,403208
tudniok,1,403209
tudniuk,3,403210
"tudniuk,",1,403213
tudnivalo,1,403214
tudnod,1,403215
tudnom,1,403216
tudnunk,2,403217
"tudnunk,",1,403219
tudná,1,403220
tudo,3,403221
"tudobaj""magyar",1,403224
tudobaj]mint,1,403225
tudobeteg,1,403226
tudod-e,1,403227
tudok,6,403228
"tudok,",2,403234
tudom,4,403236
"tudom,",13,403240
"tudom,a",1,403253
tudom.,1,403254
tudomany,5,403255
"tudomany,",1,403260
tudomanyegyetem,1,403261
tudomanynak.,1,403262
tudomanyok,1,403263
tudomanyokbol,1,403264
tudomanyos,8,403265
"tudomanyos,",2,403273
tudomanyosesemeny,1,403275
tudomanyteruletek,1,403276
tudomasa,3,403277
tudomasa.,1,403280
tudomasakuncze,1,403281
tudomasom,1,403282
tudomast,1,403283
tudomast.,1,403284
tudomasuk.,1,403285
tudomasul,9,403286
"tudomasul,",3,403295
tudomasunk,1,403298
tudomasunkra,1,403299
tudomdany,1,403300
"tudomány,",1,403301
"tudományban,",1,403302
tudom���nyok,1,403303
tudom���nyos,1,403304
tudom���sul,1,403305
tudor,1,403306
"tudor,",1,403307
tudos,2,403308
tudosainak,1,403310
tudosit,2,403311
"tudositanak,hogy",1,403313
tudositani,1,403314
tudositasa,3,403315
tudositasaban,1,403318
tudositasaban-,1,403319
tudositasai,1,403320
tudositasat,1,403321
"tudositasra,",1,403322
tudositast,2,403323
tudositasunkat,1,403325
tudositoi,1,403326
"tudositoinktol]meltosagteljesen,",1,403327
tudositoja](...),1,403328
tudositojatol],1,403329
tudositonktol]hetfon,1,403330
"tudositot,seres",1,403331
tudositott,1,403332
tudoskaknak.,1,403333
tudosnak,1,403334
tudosok,1,403335
tudosokat,1,403336
tudosokhoz,1,403337
tudostarsasag,1,403338
tudot,1,403339
tudott,10,403340
"tudott""",1,403350
"tudott,",1,403351
tudott.,1,403352
tudpeto,1,403353
tudta,11,403354
"tudta"",",1,403365
"tudta,",5,403366
"tudtadis,",1,403371
"tudtaelerni,",1,403372
tudtak,6,403373
"tudtak,",5,403379
"tudtak-e,",1,403384
tudtakfennkolt,1,403385
tudtakizarolagosan,1,403386
tudtakovodai,1,403387
tudtal!,1,403388
tudtam,1,403389
"tudtam,",4,403390
"tudtamegerositeni,",1,403394
tudtara,1,403395
tudtuk,4,403396
tudtul.,1,403400
tudtunk,2,403401
tudtunk.,1,403403
tudtunkvolna,1,403404
tudtában-,1,403405
tudták,2,403406
tudugy,1,403408
tudunk,7,403409
"tudunk,",2,403416
tudunk-e,3,403418
tudunk-etalalni,1,403421
tudunk.minduntalan,1,403422
tudva,1,403423
"tudva-tudjak,",1,403424
"tudva-tudvan,",1,403425
"tudvan,",1,403426
tudó,1,403427
"tudó,",1,403428
tudósainkra,1,403429
tudósít:kormányfõi,1,403430
tudósításból.,1,403431
"tue,",2,403432
tuen,1,403434
tues.,1,403435
tuesday,3,403436
tuesday's,1,403439
"tuesday,",4,403440
tuesday.,1,403444
tufts,1,403445
tugendhat,1,403446
tuition,3,403447
"tuition,",4,403450
tuition:,3,403454
tukevel,1,403457
tukorkepe,1,403458
tukre,1,403459
tukreben,2,403460
"tukreben,",1,403462
tukrebenez,1,403463
"tukroket,",1,403464
tukroz,1,403465
"tukroz,",1,403466
tukrozi,2,403467
"tukrozi,",1,403469
tukrozi.a,1,403470
tukrozodik,2,403471
tukrozodott.,1,403473
tul,16,403474
"tul"".",1,403490
tul),1,403491
"tul,mintha",1,403492
tul-lepnenek,1,403493
tul.mert,1,403494
tuladott,1,403495
tuladoztatas,2,403496
"tuladoztatas"".",1,403498
"tuladoztatas,",1,403499
tuladoztatast,1,403500
tulajdnokeppen,1,403501
tulajdon,2,403502
"tulajdon,",1,403504
tulajdon-,1,403505
"tulajdona,",1,403506
tulajdona.,1,403507
tulajdonaba,4,403508
tulajdonaban,3,403512
"tulajdonaban,",1,403515
tulajdonan,1,403516
